airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate
IndiGo,538,Bhopal,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,14:55,01:55,115.00,3910
IndiGo,5119,Delhi,Gaya,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,14:55,01:55,115.00,3910
IndiGo,7178,Kannur International Airport,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,14:55,01:55,115.00,3910
IndiGo,5984,Pune,Allahabad,"Monday,Wednesday,Saturday",Y,N,Y,N,N,Y,N,13:00,14:55,01:55,115.00,3910
IndiGo,5304,Jodhpur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:05,02:05,125.00,4250
IndiGo,7246,Nagpur,Ahmedabad,Tuesday,N,Y,N,N,N,N,N,13:00,15:05,02:05,125.00,4250
IndiGo,7246,MIHAN,Ahmedabad,Tuesday,N,Y,N,N,N,N,N,13:00,15:05,02:05,125.00,4250
Air India,677,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:15,02:15,135.00,4590
Jetlite,351,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:15,02:15,135.00,4590
Air India,677,Mumbai,Delhi,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,N,13:00,15:15,02:15,135.00,4590
Air India,883,Delhi,Goa,"Sunday,Tuesday,Wednesday,Saturday",N,Y,Y,N,N,Y,Y,13:00,15:15,02:15,135.00,4590
Air India,677,Mumbai,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:00,15:15,02:15,135.00,4590
IndiGo,5404,Delhi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:15,02:15,135.00,4590
IndiGo,6205,Delhi,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:15,02:15,135.00,4590
IndiGo,7239,Visakhapatnam,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:00,15:20,02:20,140.00,4760
SpiceJet,124,Hyderabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:25,02:25,145.00,4930
GoAir,3812,Mumbai,Chandigarh,Tuesday,N,Y,N,N,N,N,N,13:00,15:25,02:25,145.00,4930
IndiGo,252,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:35,02:35,155.00,5270
IndiGo,2044,Goa,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:35,02:35,155.00,5270
IndiGo,5088,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:35,02:35,155.00,5270
SpiceJet,163,Mumbai,Bagdogra,"Monday,Wednesday,Friday,Saturday",Y,N,Y,N,Y,Y,N,13:00,15:40,02:40,160.00,5440
SpiceJet,163,Mumbai,Bagdogra,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,13:00,15:40,02:40,160.00,5440
IndiGo,5009,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:00,15:45,02:45,165.00,5610
SpiceJet,452,Mumbai,Gorakhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:45,02:45,165.00,5610
IndiGo,2246,Bengaluru,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:00,15:50,02:50,170.00,5780
SpiceJet,106,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:50,02:50,170.00,5780
IndiGo,172,Bengaluru,Imphal,"Sunday,Tuesday,Saturday",N,Y,N,N,N,Y,Y,13:00,15:50,02:50,170.00,5780
IndiGo,172,Bengaluru,Imphal,"Wednesday,Thursday,Friday",N,N,Y,Y,Y,N,N,13:00,15:50,02:50,170.00,5780
IndiGo,681,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,15:50,02:50,170.00,5780
SpiceJet,673,Kolkata,Srinagar,"Sunday,Monday,Wednesday,Thursday,Friday",Y,N,Y,Y,Y,N,Y,13:00,16:00,03:00,180.00,6120
IndiGo,278,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,16:00,03:00,180.00,6120
Alliance Air (India),758,Guwahati,Kolkata,"Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,N,13:00,16:10,03:10,190.00,6460
Vistara,756,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:00,16:20,03:20,200.00,6800
IndiGo,2468,Delhi,Thiruvananthapuram,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:00,16:30,03:30,210.00,3375
Vistara,514,Coimbatore,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,13:45,00:40,40.00,1360
SpiceJet,152,Guwahati,Silchar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,13:50,00:45,45.00,1530
IndiGo,358,Agartala,Imphal,"Sunday,Wednesday,Friday",N,N,Y,N,Y,N,Y,13:05,13:55,00:50,50.00,1700
Alliance Air (India),735,Guwahati,Tezpur,"Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,N,13:05,14:00,00:55,55.00,1870
Akasa Air,1323,Guwahati,Agartala,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:00,00:55,55.00,1870
Jet Airways,138,Vadodara,Indore,"Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,N,13:05,14:05,01:00,60.00,2040
Jet Airways,138,Vadodara,Indore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:05,01:00,60.00,2040
IndiGo,238,Chennai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:05,14:05,01:00,60.00,2040
SpiceJet,8152,Guwahati,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:05,01:00,60.00,2040
Jet Airways,464,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:10,01:05,65.00,2210
IndiGo,7961,Shillong,Imphal,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,14:10,01:05,65.00,2210
IndiGo,842,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:10,01:05,65.00,2210
Air India,714,Aizwal,Kolkata,Tuesday,N,Y,N,N,N,N,N,13:05,14:15,01:10,70.00,2380
AirAsia India,1426,Bengaluru,Pune,"Sunday,Tuesday,Wednesday,Thursday,Saturday",N,Y,Y,Y,N,Y,Y,13:05,14:15,01:10,70.00,2380
IndiGo,2195,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:15,01:10,70.00,2380
IndiGo,5296,Kolkata,Gaya,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:15,01:10,70.00,2380
IndiGo,123,Kolkata,Aizwal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:15,01:10,70.00,2380
Air India,711,Kolkata,Aizwal,Friday,N,N,N,N,Y,N,N,13:05,14:20,01:15,75.00,2550
IndiGo,994,Ranchi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:20,01:15,75.00,2550
AirAsia India,970,Bengaluru,Goa,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:05,14:20,01:15,75.00,2550
SpiceJet,2278,Jodhpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:20,01:15,75.00,2550
SpiceJet,454,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:20,01:15,75.00,2550
IndiGo,3904,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:25,01:20,80.00,2720
IndiGo,7973,Kannur International Airport,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:25,01:20,80.00,2720
Alliance Air (India),733,Guwahati,Passighat,"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,13:05,14:25,01:20,80.00,2720
IndiGo,2554,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:25,01:20,80.00,2720
Air India,711,Kolkata,Aizwal,"Sunday,Friday",N,N,N,N,Y,N,Y,13:05,14:25,01:20,80.00,2720
Air India,711,Kolkata,Aizwal,"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,13:05,14:25,01:20,80.00,2720
SpiceJet,2875,Mumbai,Kandla,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:30,01:25,85.00,2890
IndiGo,411,Chennai,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:30,01:25,85.00,2890
Air India,780,Hyderabad,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:35,01:30,90.00,3060
IndiGo,758,Pune,Bengaluru,Saturday,N,N,N,N,N,Y,N,13:05,14:35,01:30,90.00,3060
TruJet,304,Mumbai,Nanded,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:35,01:30,90.00,3060
Air India,637,Delhi,Indore,"Tuesday,Friday",N,Y,N,N,Y,N,N,13:05,14:35,01:30,90.00,3060
IndiGo,6653,Bengaluru,Goa,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:05,14:35,01:30,90.00,3060
SpiceJet,3578,Hyderabad,Shirdi Airport,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:05,14:40,01:35,95.00,3230
IndiGo,2027,Rajkot,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:45,01:40,100.00,3400
Alliance Air (India),738,Guwahati,Kolkata,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,14:45,01:40,100.00,3400
Alliance Air (India),742,Guwahati,Kolkata,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,14:45,01:40,100.00,3400
Alliance Air (India),742,Guwahati,Kolkata,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,13:05,14:45,01:40,100.00,3400
AirAsia India,942,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:45,01:40,100.00,3400
IndiGo,7113,Rajahmundry,Bengaluru,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,14:45,01:40,100.00,3400
IndiGo,367,Ahmedabad,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:45,01:40,100.00,3400
Alliance Air (India),714,Kangra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:50,01:45,105.00,3570
IndiGo,605,Chennai,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:50,01:45,105.00,3570
SpiceJet,8968,Delhi,Jharsuguda,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:50,01:45,105.00,3570
IndiGo,7106,Visakhapatnam,Kadapa,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,14:50,01:45,105.00,3570
IndiGo,161,Ahmedabad,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:55,01:50,110.00,3740
IndiGo,6801,Ahmedabad,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:55,01:50,110.00,3740
IndiGo,6494,Vadodara,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,14:55,01:50,110.00,3740
Alliance Air (India),881,Hyderabad,Mysore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,14:55,01:50,110.00,3740
SpiceJet,8767,Delhi,Jharsuguda,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:00,01:55,115.00,3910
IndiGo,5312,Dibrugarh,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:00,01:55,115.00,3910
IndiGo,247,Mumbai,Jodhpur,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,15:05,02:00,120.00,4080
Jet Airways,352,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:10,02:05,125.00,4250
SpiceJet,3736,Patna,Kanpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:10,02:05,125.00,4250
IndiGo,6573,Ahmedabad,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,15:10,02:05,125.00,4250
Akasa Air,1123,Mumbai,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:10,02:05,125.00,4250
Air India,544,Delhi,Hyderabad,"Monday,Tuesday,Thursday,Saturday",Y,Y,N,Y,N,Y,N,13:05,15:15,02:10,130.00,4420
IndiGo,678,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:15,02:10,130.00,4420
SpiceJet,739,Srinagar,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,15:20,02:15,135.00,4590
IndiGo,5311,Mumbai,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:30,02:25,145.00,4930
IndiGo,257,Bhubaneswar,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,15:35,02:30,150.00,5100
IndiGo,5997,Allahabad,Bengaluru,Monday,Y,N,N,N,N,N,N,13:05,15:35,02:30,150.00,5100
IndiGo,751,Ahmedabad,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:05,15:40,02:35,155.00,5270
SpiceJet,379,Pune,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,13:05,15:45,02:40,160.00,5440
SpiceJet,379,Chennai,Patna,Friday,N,N,N,N,Y,N,N,13:05,15:45,02:40,160.00,5440
SpiceJet,845,Hyderabad,Jaisalmer,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:05,15:45,02:40,160.00,5440
GoAir,805,Chandigarh,Bengaluru,Monday,Y,N,N,N,N,N,N,13:05,16:00,02:55,175.00,5950
IndiGo,2046,Dimapur,Delhi,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,13:05,16:25,03:20,200.00,6800
SpiceJet,845,Hyderabad,Jodhpur,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,13:05,16:30,03:25,205.00,2625
GoAir,370,Mumbai,Kannur International Airport,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:05,18:35,05:30,330.00,2750
IndiGo,317,Bengaluru,Coimbatore,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,13:55,00:45,45.00,1530
IndiGo,703,Bengaluru,Kochi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,13:55,00:45,45.00,1530
IndiGo,347,Mangalore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:05,00:55,55.00,1870
IndiGo,386,Imphal,Agartala,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:10,01:00,60.00,2040
IndiGo,6484,Mumbai,Ahmedabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,13:10,14:10,01:00,60.00,2040
IndiGo,6484,Mumbai,Vadodara,Tuesday,N,Y,N,N,N,N,N,13:10,14:10,01:00,60.00,2040
Air India,3720,Imphal,Kolkata,Friday,N,N,N,N,Y,N,N,13:10,14:15,01:05,65.00,2210
SpiceJet,6436,Rajkot,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:15,01:05,65.00,2210
GoAir,298,Guwahati,Aizwal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:15,01:05,65.00,2210
IndiGo,6431,Mumbai,Vadodara,Tuesday,N,Y,N,N,N,N,N,13:10,14:15,01:05,65.00,2210
IndiGo,7205,Hyderabad,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:20,01:10,70.00,2380
IndiGo,323,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:20,01:10,70.00,2380
IndiGo,123,Kolkata,Guwahati,Saturday,N,N,N,N,N,Y,N,13:10,14:20,01:10,70.00,2380
GoAir,896,Hyderabad,Bengaluru,Saturday,N,N,N,N,N,Y,N,13:10,14:25,01:15,75.00,2550
Jet Airways,742,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,14:25,01:15,75.00,2550
IndiGo,321,Kolkata,Agartala,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:25,01:15,75.00,2550
IndiGo,6097,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:25,01:15,75.00,2550
Alliance Air (India),748,Jharsuguda,Raipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:25,01:15,75.00,2550
IndiGo,7261,Chennai,Tiruchirappalli,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,13:10,14:25,01:15,75.00,2550
SpiceJet,467,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:30,01:20,80.00,2720
IndiGo,6019,Delhi,Jodhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:30,01:20,80.00,2720
IndiGo,123,Kolkata,Aizwal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:10,14:30,01:20,80.00,2720
SpiceJet,2904,Kandla,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:30,01:20,80.00,2720
IndiGo,6428,Leh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:30,01:20,80.00,2720
GoAir,478,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:35,01:25,85.00,2890
SpiceJet,790,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:35,01:25,85.00,2890
IndiGo,6003,Leh,Delhi,"Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,N,13:10,14:35,01:25,85.00,2890
IndiGo,6003,Leh,Delhi,"Sunday,Tuesday,Friday",N,Y,N,N,Y,N,Y,13:10,14:35,01:25,85.00,2890
Jet Airways,885,Jaipur,Chandigarh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,13:10,14:40,01:30,90.00,3060
IndiGo,5097,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:40,01:30,90.00,3060
SpiceJet,8751,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:40,01:30,90.00,3060
IndiGo,7115,Bhubaneswar,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:40,01:30,90.00,3060
IndiGo,772,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:40,01:30,90.00,3060
IndiGo,886,Guwahati,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:45,01:35,95.00,3230
SpiceJet,634,Mumbai,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,14:45,01:35,95.00,3230
IndiGo,512,Kolkata,Visakhapatnam,"Sunday,Monday,Wednesday,Thursday,Friday",Y,N,Y,Y,Y,N,Y,13:10,14:45,01:35,95.00,3230
SpiceJet,8963,Delhi,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:45,01:35,95.00,3230
IndiGo,367,Ahmedabad,Goa,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,13:10,14:45,01:35,95.00,3230
IndiGo,752,Hyderabad,Surat,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:50,01:40,100.00,3400
SpiceJet,1056,Hyderabad,Surat,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,14:50,01:40,100.00,3400
IndiGo,5514,Calicut,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:50,01:40,100.00,3400
IndiGo,5514,Calicut,Mumbai,Saturday,N,N,N,N,N,Y,N,13:10,14:50,01:40,100.00,3400
GoAir,6202,Srinagar,Delhi,"Monday,Wednesday,Thursday,Saturday",Y,N,Y,Y,N,Y,N,13:10,14:50,01:40,100.00,3400
IndiGo,6699,Jodhpur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,14:55,01:45,105.00,3570
SpiceJet,244,Ahmedabad,Goa,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,13:10,15:00,01:50,110.00,3740
SpiceJet,8195,Delhi,Bagdogra,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,13:10,15:00,01:50,110.00,3740
IndiGo,929,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:05,01:55,115.00,3910
IndiGo,6191,Delhi,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:05,01:55,115.00,3910
IndiGo,6191,Delhi,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:05,01:55,115.00,3910
IndiGo,7288,Dimapur,Kolkata,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,13:10,15:05,01:55,115.00,3910
SpiceJet,192,Delhi,Bagdogra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:10,02:00,120.00,4080
IndiGo,5344,Mumbai,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:10,02:00,120.00,4080
IndiGo,6815,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,13:10,15:15,02:05,125.00,4250
